district,listing_id,price,rooms,bedrooms,area_sqm,price_per_sqm,district_number,housing_type
Lyon 9,1286600386,210000,4,3,72.0,2916.6666666666665,9,T4+
Lyon 9,1290194103,299000,3,1,72.0,4152.777777777777,9,T3
Lyon 9,1288449293,289000,4,2,100.0,2890.0,9,T4+
Lyon 9,1288449501,119000,2,1,24.0,4958.333333333333,9,T2
Lyon 9,1287264416,285000,6,4,116.0,2456.896551724138,9,T4+
Lyon 9,1289624965,112000,1,1,17.0,6588.235294117647,9,Studio/T1
Lyon 9,1289597669,179000,3,2,66.0,2712.121212121212,9,T3
Lyon 9,1288392754,750000,5,4,166.0,4518.0722891566265,9,T4+
Lyon 9,1289578484,320000,3,2,64.0,5000.0,9,T3
Lyon 9,1289578480,279000,5,4,98.0,2846.938775510204,9,T4+
Lyon 9,1289578476,365000,6,7,126.0,2896.8253968253966,9,T4+
Lyon 9,1289578473,359000,6,5,128.0,2804.6875,9,T4+
Lyon 9,1286600725,359000,5,4,110.0,3263.6363636363635,9,T4+
Lyon 9,1288943354,265000,3,2,74.0,3581.0810810810813,9,T3
Lyon 9,1287158065,240000,3,2,66.0,3636.3636363636365,9,T3
Lyon 9,1286924112,240000,2,1,59.0,4067.7966101694915,9,T2
Lyon 9,1289443344,225000,4,2,60.0,3750.0,9,T4+
Lyon 9,1289501538,295000,4,3,83.0,3554.2168674698796,9,T4+
Lyon 9,1289499946,115000,2,1,34.0,3382.3529411764707,9,T2
Lyon 9,1289465067,238000,5,4,95.0,2505.2631578947367,9,T4+
Lyon 9,1288884116,675000,3,2,80.0,8437.5,9,T3
Lyon 9,1288393908,160000,4,3,72.0,2222.222222222222,9,T4+
Lyon 9,1287059985,119500,1,1,24.0,4979.166666666667,9,Studio/T1
Lyon 9,1289416405,129000,2,1,23.0,5608.695652173913,9,T2
Lyon 9,1289060088,225000,3,2,63.0,3571.4285714285716,9,T3
Lyon 9,1289101448,415000,4,3,83.0,5000.0,9,T4+
Lyon 9,1290151695,319000,3,2,62.0,5145.1612903225805,9,T3
Lyon 9,1290063148,690000,5,4,105.0,6571.428571428572,9,T4+
Lyon 9,1286996834,229000,4,3,77.0,2974.025974025974,9,T4+
Lyon 9,1289305287,90500,1,1,19.0,4763.1578947368425,9,Studio/T1
Lyon 9,1288815980,215000,4,2,69.0,3115.942028985507,9,T4+
Lyon 9,1288024851,246000,4,3,84.0,2928.5714285714284,9,T4+
Lyon 9,1289177742,246000,3,1,50.0,4920.0,9,T3
Lyon 9,1287965649,449000,6,5,168.0,2672.6190476190477,9,T4+
Lyon 9,1286600312,790000,6,5,214.0,3691.588785046729,9,T4+
Lyon 9,1286600617,250000,4,3,75.0,3333.3333333333335,9,T4+
Lyon 9,1289152401,405000,4,3,96.0,4218.75,9,T4+
Lyon 9,1289134858,520000,5,3,128.0,4062.5,9,T4+
Lyon 9,1286795096,139900,2,1,48.0,2914.5833333333335,9,T2
Lyon 9,1289087707,300000,3,2,75.0,4000.0,9,T3
Lyon 9,1289085090,499000,5,4,119.0,4193.27731092437,9,T4+
Lyon 9,1285884398,116000,1,1,37.0,3135.135135135135,9,Studio/T1
Lyon 9,1287811231,197400,3,2,70.0,2820.0,9,T3
Lyon 9,1287811235,178300,4,3,75.0,2377.3333333333335,9,T4+
Lyon 9,1287920230,339000,3,2,81.0,4185.185185185185,9,T3
Lyon 9,1286175479,250000,3,2,68.0,3676.470588235294,9,T3
Lyon 9,1286284039,190000,4,3,79.0,2405.0632911392404,9,T4+
Lyon 9,1288539217,197000,2,1,36.0,5472.222222222223,9,T2
Lyon 9,1289050996,240000,4,3,88.0,2727.2727272727275,9,T4+
Lyon 9,1289050998,200000,2,1,54.0,3703.703703703704,9,T2
