district,listing_id,price,rooms,bedrooms,area_sqm,price_per_sqm,district_number,housing_type
Lyon 1,1288945829,640000,4,3,124.0,5161.290322580645,1,T4+
Lyon 1,1287333558,179000,2,1,31.0,5774.193548387097,1,T2
Lyon 1,1288943166,359000,3,1,75.0,4786.666666666667,1,T3
Lyon 1,1289820295,199000,1,1,32.0,6218.75,1,Studio/T1
Lyon 1,1290193862,419000,3,2,68.0,6161.764705882353,1,T3
Lyon 1,1290183266,199000,1,1,39.0,5102.5641025641025,1,Studio/T1
Lyon 1,1289927196,399000,3,2,61.0,6540.983606557377,1,T3
Lyon 1,1289905443,299000,3,1,84.0,3559.5238095238096,1,T3
Lyon 1,1289828218,532000,4,3,90.0,5911.111111111111,1,T4+
Lyon 1,1289694276,315000,2,1,49.0,6428.571428571428,1,T2
Lyon 1,1289618483,119000,1,1,23.0,5173.913043478261,1,Studio/T1
Lyon 1,1289082278,310000,3,2,58.0,5344.827586206897,1,T3
Lyon 1,1290142288,440000,3,2,110.0,4000.0,1,T3
Lyon 1,1287702925,299000,2,1,53.0,5641.509433962264,1,T2
Lyon 1,1288749490,285000,2,1,49.0,5816.326530612245,1,T2
Lyon 1,1286858275,205000,2,1,40.0,5125.0,1,T2
Lyon 1,1288909436,520000,3,2,85.0,6117.64705882353,1,T3
Lyon 1,1287060678,258000,3,1,65.0,3969.230769230769,1,T3
Lyon 1,1286600210,1580000,7,4,339.0,4660.766961651917,1,T4+
Lyon 1,1288749731,145000,1,1,24.0,6041.666666666667,1,Studio/T1
Lyon 1,1287539609,334000,3,2,82.0,4073.170731707317,1,T3
Lyon 1,1290049790,1295000,6,5,261.0,4961.685823754789,1,T4+
Lyon 1,1287847809,309000,3,2,74.0,4175.675675675676,1,T3
Lyon 1,1288970677,139000,1,1,25.0,5560.0,1,Studio/T1
Lyon 1,1289231327,245000,1,1,45.0,5444.444444444444,1,Studio/T1
Lyon 1,1286851082,559000,3,1,110.0,5081.818181818182,1,T3
Lyon 1,1289998041,265000,1,1,47.0,5638.297872340426,1,Studio/T1
Lyon 1,1289998001,339000,3,2,74.0,4581.081081081081,1,T3
Lyon 1,1289973067,173500,1,1,28.0,6196.428571428572,1,Studio/T1
Lyon 1,1289972429,470000,4,3,175.0,2685.714285714286,1,T4+
Lyon 1,1289967761,238000,2,1,56.0,4250.0,1,T2
Lyon 1,1286327803,245000,2,1,43.0,5697.674418604651,1,T2
Lyon 1,1289952986,455000,4,3,87.0,5229.885057471264,1,T4+
Lyon 1,1290134626,645000,4,2,120.0,5375.0,1,T4+
Lyon 1,1289907815,185000,1,1,23.0,8043.478260869565,1,Studio/T1
Lyon 1,1288804593,345000,2,1,75.0,4600.0,1,T2
Lyon 1,1289863237,550000,5,3,109.0,5045.871559633028,1,T4+
Lyon 1,1289856287,450000,3,2,82.0,5487.804878048781,1,T3
Lyon 1,1289805116,485000,4,3,94.0,5159.574468085107,1,T4+
Lyon 1,1289785518,275000,2,1,55.0,5000.0,1,T2
Lyon 1,1288588238,645000,3,2,120.0,5375.0,1,T3
Lyon 1,1289767302,415000,3,2,62.0,6693.548387096775,1,T3
Lyon 1,1288910521,388000,4,3,87.0,4459.770114942528,1,T4+
Lyon 1,1289706206,394000,2,1,69.0,5710.144927536232,1,T2
Lyon 1,1289705615,340000,3,2,73.0,4657.534246575343,1,T3
Lyon 1,1289691431,695000,5,3,120.0,5791.666666666667,1,T4+
Lyon 1,1290049785,645000,3,2,120.0,5375.0,1,T3
Lyon 1,1288819740,260000,3,2,47.0,5531.914893617021,1,T3
Lyon 1,1287977959,199000,2,1,46.0,4326.086956521739,1,T2
Lyon 1,1288207222,377000,2,1,60.0,6283.333333333333,1,T2
Lyon 1,1289665397,229000,3,2,59.0,3881.35593220339,1,T3
Lyon 1,1289599337,455000,4,3,87.0,5229.885057471264,1,T4+
Lyon 1,1289577766,529000,5,4,128.0,4132.8125,1,T4+
Lyon 1,1289577765,379000,3,2,72.0,5263.888888888889,1,T3
Lyon 1,1286947055,460000,4,3,114.0,4035.0877192982457,1,T4+
Lyon 1,1288010480,205000,2,1,41.0,5000.0,1,T2
Lyon 1,1288937824,179000,2,1,36.0,4972.222222222223,1,T2
Lyon 1,1289524501,299000,2,2,72.0,4152.777777777777,1,T2
Lyon 1,1289524500,319000,2,2,70.0,4557.142857142857,1,T2
Lyon 1,1288978063,642000,5,3,165.0,3890.909090909091,1,T4+
Lyon 1,1288794063,225000,2,1,48.0,4687.5,1,T2
Lyon 1,1288209714,595000,5,3,150.0,3966.6666666666665,1,T4+
Lyon 1,1289251033,240000,2,1,48.0,5000.0,1,T2
Lyon 1,1287967211,290000,2,1,44.0,6590.909090909091,1,T2
Lyon 1,1285877731,255000,3,2,57.0,4473.684210526316,1,T3
Lyon 1,1287911624,522500,4,3,102.0,5122.549019607844,1,T4+
Lyon 1,1289086131,600000,4,3,88.0,6818.181818181818,1,T4+
Lyon 1,1290157703,374000,3,1,72.0,5194.444444444444,1,T3
Lyon 1,1289001238,185000,1,1,25.0,7400.0,1,Studio/T1
Lyon 1,1287781191,449000,3,2,67.0,6701.492537313433,1,T3
Lyon 1,1285193221,199000,2,1,37.0,5378.378378378378,1,T2
Lyon 1,1286600421,258000,3,2,54.0,4777.777777777777,1,T3
Lyon 1,1288752649,149000,1,1,41.0,3634.1463414634145,1,Studio/T1
Lyon 1,1285988236,350000,3,2,65.0,5384.615384615385,1,T3
Lyon 1,1286828097,419000,3,1,81.0,5172.83950617284,1,T3
Lyon 1,1287190501,283500,3,2,67.0,4231.3432835820895,1,T3
Lyon 1,1262929094,478000,3,2,75.0,6373.333333333333,1,T3
Lyon 1,1286600207,599000,3,2,104.0,5759.615384615385,1,T3
Lyon 2,1290196063,415000,3,2,80.0,5187.5,2,T3
Lyon 2,1290195945,269000,3,2,64.0,4203.125,2,T3
Lyon 2,1289524354,850000,4,3,134.0,6343.2835820895525,2,T4+
Lyon 2,1290161621,1990000,7,4,280.0,7107.142857142857,2,T4+
Lyon 2,1289634696,160000,2,1,27.0,5925.925925925926,2,T2
Lyon 2,1289160251,598000,4,3,139.0,4302.158273381295,2,T4+
Lyon 2,1287847884,245000,2,1,50.0,4900.0,2,T2
Lyon 2,1289965270,522000,5,4,110.0,4745.454545454545,2,T4+
Lyon 2,1289100027,474000,3,2,77.0,6155.8441558441555,2,T3
Lyon 2,1288846366,304000,3,2,65.0,4676.923076923077,2,T3
Lyon 2,1289972826,260000,2,1,48.0,5416.666666666667,2,T2
Lyon 2,1288862424,450000,4,2,103.0,4368.9320388349515,2,T4+
Lyon 2,1289356217,1190000,5,4,146.0,8150.684931506849,2,T4+
Lyon 2,1289525123,315000,1,1,40.0,7875.0,2,Studio/T1
Lyon 2,1290141359,790000,6,4,179.0,4413.407821229051,2,T4+
Lyon 2,1288846363,360000,3,2,58.0,6206.896551724138,2,T3
Lyon 2,1288846365,218000,2,1,45.0,4844.444444444444,2,T2
Lyon 2,1289967662,225000,2,1,59.0,3813.5593220338983,2,T2
Lyon 2,1290161618,765000,4,3,100.0,7650.0,2,T4+
Lyon 2,1289905764,1450000,10,6,294.0,4931.972789115646,2,T4+
Lyon 2,1288770062,545000,4,3,81.0,6728.395061728395,2,T4+
Lyon 2,1290122819,350000,2,1,58.0,6034.482758620689,2,T2
Lyon 2,1288940642,550000,5,3,108.0,5092.592592592592,2,T4+
Lyon 2,1290112265,420000,3,2,77.0,5454.545454545455,2,T3
Lyon 2,1290108118,340000,3,1,84.0,4047.6190476190477,2,T3
Lyon 2,1287875888,350000,3,2,81.0,4320.9876543209875,2,T3
Lyon 2,1286177999,225000,2,1,60.0,3750.0,2,T2
Lyon 2,1290094654,430000,4,3,102.0,4215.686274509804,2,T4+
Lyon 2,1289681645,699000,5,4,108.0,6472.222222222223,2,T4+
Lyon 2,1286793638,376000,3,2,60.0,6266.666666666667,2,T3
Lyon 2,1286793633,503000,4,3,76.0,6618.421052631579,2,T4+
Lyon 2,1286793620,476000,4,3,76.0,6263.1578947368425,2,T4+
Lyon 2,1286793626,419000,3,2,64.0,6546.875,2,T3
Lyon 2,1286793623,490000,4,3,76.0,6447.368421052632,2,T4+
Lyon 2,1282066453,411000,3,2,64.0,6421.875,2,T3
Lyon 2,1290090735,252000,2,1,37.0,6810.810810810811,2,T2
Lyon 2,1290079272,590000,4,3,141.0,4184.397163120568,2,T4+
Lyon 2,1289374181,191000,2,1,37.0,5162.1621621621625,2,T2
Lyon 2,1290068357,695000,5,4,147.0,4727.891156462585,2,T4+
Lyon 2,1290062680,200000,1,1,34.0,5882.35294117647,2,Studio/T1
Lyon 2,1289915985,280000,2,1,52.0,5384.615384615385,2,T2
Lyon 2,1290049202,299000,1,1,52.0,5750.0,2,Studio/T1
Lyon 2,1288749814,510000,5,3,89.0,5730.337078651685,2,T4+
Lyon 2,1290033202,260000,2,1,49.0,5306.122448979592,2,T2
Lyon 2,1290032958,273000,2,1,45.0,6066.666666666667,2,T2
Lyon 2,1290032957,252000,1,1,38.0,6631.578947368421,2,Studio/T1
Lyon 2,1288060243,780000,4,3,120.0,6500.0,2,T4+
Lyon 2,1288749493,230000,2,1,53.0,4339.622641509434,2,T2
Lyon 2,1290011892,330000,2,1,62.0,5322.580645161291,2,T2
Lyon 2,1288794234,248000,2,1,33.0,7515.151515151515,2,T2
Lyon 2,1286605247,365000,2,1,51.0,7156.862745098039,2,T2
