search_city,listing_id,price,listing_rooms,listing_bedrooms,area_sqm
Lyon 4,1290192456,480 000 €,3,2,62
Lyon 4,1290165521,598 000 €,3,2,73
Lyon 4,1289595369,259 000 €,2,1,63
Lyon 4,1286600722,211 000 €,5,4,72
Lyon 4,1289392856,358 000 €,3,2,80
Lyon 4,1287738610,280 000 €,5,4,81
Lyon 4,1290218956,239 000 €,2,1,40
Lyon 5,1288162518,1 170 000 €,6,4,156
Lyon 5,1290198406,320 000 €,4,,84
Lyon 5,1290197260,299 000 €,2,1,60
Lyon 5,1290173162,70 000 €,2,,41
Lyon 5,1288942240,159 000 €,1,,23
Lyon 5,1288756722,215 000 €,4,3,66
Lyon 5,1284789879,160 000 €,2,,49
Lyon 5,1289393884,549 000 €,5,3,117
Lyon 5,1289948905,178 000 €,2,1,54
Lyon 5,1288749723,220 000 €,2,1,46
Lyon 5,1289338338,1 190 000 €,5,4,146
Lyon 5,1287709994,299 000 €,3,,58
Lyon 5,1287945655,186 000 €,4,3,66
Lyon 5,1283502243,228 800 €,3,2,68
Lyon 5,1289642008,522 900 €,4,3,79
Lyon 5,1289642007,418 000 €,3,2,65
Lyon 5,1286474975,190 000 €,2,,66
Lyon 5,1285290204,233 000 €,4,,80
Lyon 5,1282474550,191 000 €,4,3,65
Lyon 5,1290123333,725 000 €,6,4,180
Lyon 5,1290122279,340 000 €,3,2,79
Lyon 5,1289248555,470 000 €,4,3,105
Lyon 5,1288262842,140 000 €,1,,25
Lyon 5,1289015053,169 000 €,3,2,56
Lyon 5,1288143438,312 000 €,3,2,68
Lyon 5,1288661047,240 000 €,4,3,80
Lyon 5,1289410056,229 000 € *,5,3,80
Lyon 5,1288991792,149 000 €,1,,23
Lyon 5,1288576538,485 000 €,4,3,117
Lyon 5,1288917896,248 000 €,2,1,50
Lyon 5,1288898817,927 400 €,5,4,138
Lyon 5,1290089572,262 000 €,2,1,48
Lyon 5,1290088567,330 000 €,2,1,72
Lyon 5,1290080758,299 000 €,3,2,68
Lyon 5,1289738482,169 000 €,4,2,66
Lyon 5,1287229993,165 000 € *,3,2,56
Lyon 5,1290068263,565 000 €,5,4,117
Lyon 5,1289438091,295 000 €,2,,43
Lyon 5,1290042546,534 500 €,4,3,79
Lyon 5,1290040910,740 000 €,3,2,127
Lyon 5,1290040512,310 000 €,4,2,88
Lyon 5,1290035091,450 000 €,5,3,110
Lyon 5,1288749711,269 000 €,3,2,68
Lyon 5,1288557787,229 000 €,3,2,79
Lyon 5,1290027082,199 000 € *,2,1,48
Lyon 5,1289669798,470 000 €,4,3,90
Lyon 5,1285793198,675 000 €,3,2,111
Lyon 5,1288528320,220 000 €,4,3,63
Lyon 5,1287539622,495 000 €,3,,90
Lyon 5,1287714619,334 000 €,3,2,60
Lyon 5,1287714618,268 000 €,2,1,40
Lyon 5,1287714620,524 000 €,4,3,92
Lyon 5,1289897118,299 000 €,3,2,68
Lyon 5,1281884486,211 000 €,3,2,67
Lyon 5,1286497366,243 000 €,4,,77
Lyon 5,1286498448,247 000 €,4,,83
Lyon 5,1289966554,316 000 €,3,2,62
Lyon 5,1289966558,494 000 €,4,3,91
Lyon 5,1289966555,306 000 €,3,2,60
Lyon 5,1289966557,484 000 €,4,3,91
Lyon 5,1289966551,258 000 €,2,1,40
Lyon 5,1289966549,172 000 €,1,,23
Lyon 5,1289966553,284 000 €,3,2,60
Lyon 5,1289966548,164 000 €,1,,23
Lyon 5,1288780606,295 000 €,5,3,105
Lyon 5,1290100028,349 000 €,5,3,105
Lyon 5,1289686434,430 000 €,4,2,93
Lyon 5,1288756418,418 150 €,3,2,64
Lyon 5,1289930090,310 000 €,4,3,84
Lyon 5,1289923006,309 000 €,3,2,77
Lyon 5,1286268588,329 072 €,2,1,49
Lyon 5,1288695663,599 000 €,4,3,154
Lyon 5,1288694042,295 000 €,3,2,75
Lyon 5,1288804336,149 600 €,3,2,53
Lyon 5,1289642006,274 500 €,2,1,44
Lyon 5,1289642011,927 500 €,5,4,138
Lyon 5,1289642009,585 800 €,5,4,93
Lyon 5,1289509968,135 000 €,1,1,36
Lyon 5,1289829629,265 000 €,3,2,71
Lyon 5,1289823292,200 000 € *,3,2,60
Lyon 5,1288628595,200 000 €,3,2,72
Lyon 5,1290089832,690 632 €,6,5,104
Lyon 5,1290089827,927 480 €,5,4,138
Lyon 5,1290089826,585 832 €,5,4,92
Lyon 5,1290089821,554 384 €,4,3,80
Lyon 5,1290089814,418 152 €,3,2,65
Lyon 5,1290089809,294 000 €,2,1,43
Lyon 5,1289776785,195 000 €,1,,25
Lyon 5,1287407718,223 600 € *,4,2,91
Lyon 5,1289768098,189 000 €,4,2,64
Lyon 5,1287642089,290 000 €,2,,43
Lyon 5,1288851292,425 000 €,5,3,104
Lyon 5,1283761151,208 552 €,1,1,32
Lyon 5,1284819087,274 576 €,2,1,44
Lyon 5,1280514807,418 152 €,3,2,65
Lyon 5,1280159700,927 480 €,5,4,138
Lyon 5,1280514808,532 384 €,4,3,79
Lyon 5,1290147088,308 000 €,3,2,60
Lyon 5,1290147100,240 000 €,2,1,40
Lyon 5,1288576532,164 900 €,3,2,49
Lyon 5,1287385671,990 000 €,4,2,106
Lyon 5,1287323272,530 000 €,4,2,148
Lyon 5,1287921415,145 000 €,2,,32
Lyon 5,1289652459,150 000 €,1,,21
Lyon 5,1289652458,130 000 €,1,,17
Lyon 5,1288224365,372 000 €,4,3,82
Lyon 5,1289634599,207 000 € *,3,2,62
Lyon 5,1289632538,195 000 € *,3,2,57
Lyon 5,1290151792,285 000 €,4,3,83
Lyon 5,1289642010,690 500 €,4,3,103
Lyon 5,1288410251,275 000 €,3,2,76
Lyon 5,1288857674,849 900 €,4,3,115
Lyon 5,1289599404,295 000 €,3,2,75
Lyon 5,1289598904,680 000 €,5,3,110
Lyon 5,1289134786,205 000 €,3,2,56
Lyon 5,1290205315,300 000 €,2,1,84
Lyon 5,1289547024,227 000 €,3,2,72
Lyon 5,1289446800,175 000 €,4,2,65
Lyon 5,1289086194,188 000 €,4,2,64
Lyon 5,1289785521,144 000 €,1,1,18
Lyon 5,1290161619,895 000 €,5,4,162
Lyon 5,1288151184,610 000 €,6,5,143
Lyon 5,1290147099,492 000 €,4,3,92
Lyon 5,1289326797,189 990 €,3,2,75
Lyon 5,1289283242,220 000 €,5,3,85
Lyon 5,1288852318,129 000 €,1,,21
Lyon 5,1286600433,995 000 €,6,4,172
Lyon 5,1289219886,320 000 €,3,2,62
Lyon 5,1285777592,635 000 €,5,3,112
Lyon 5,1286879105,194 000 €,4,2,84
Lyon 5,1287948495,585 800 €,5,4,92
Lyon 5,1287948391,329 000 €,2,1,49
Lyon 5,1287948494,690 600 €,6,5,103
Lyon 5,1287948390,927 480 €,5,4,138
Lyon 5,1287876341,172 500 €,2,1,61
Lyon 5,1287241366,135 000 €,1,1,27
Lyon 5,1288999506,210 000 €,3,2,53
Lyon 5,1288259467,315 000 €,3,2,62
Lyon 5,1285975824,299 000 € *,3,2,68
Lyon 5,1283616370,227 000 €,4,2,79
Lyon 5,1287079698,275 000 €,2,1,69
Lyon 5,1286804716,210 000 €,1,,42
Lyon 5,1282887614,159 000 €,1,,27
Lyon 5,1290174396,300 000 €,3,2,60
Lyon 5,1290174359,168 000 €,1,,23
Lyon 6,1290196080,299 000 €,3,2,74
Lyon 6,1290192839,485 000 €,4,3,95
Lyon 6,1284582778,247 000 €,3,2,58
Lyon 6,1290176058,239 000 €,2,1,44
Lyon 6,1289112339,730 000 €,6,4,132
Lyon 6,1289673374,399 000 €,3,2,94
Lyon 6,1289595080,225 000 €,2,1,48
Lyon 6,1289967725,500 000 €,3,2,81
Lyon 6,1289101778,415 000 €,3,2,62
Lyon 6,1289905830,480 000 €,5,3,86
Lyon 6,1289007980,280 000 €,2,1,52
Lyon 6,1286882561,311 000 €,2,1,53
Lyon 6,1288826335,88 000 €,1,1,13
Lyon 6,1290134872,930 000 €,5,4,118
Lyon 6,1289069027,310 000 €,3,2,47
Lyon 6,1288724255,733 600 €,4,3,137
Lyon 6,1288946977,690 000 €,4,3,103
Lyon 6,1288569778,550 000 €,3,2,74
Lyon 6,1287829628,1 350 000 €,3,2,153
Lyon 6,1290062136,699 000 €,4,3,112
Lyon 6,1288770070,465 000 €,4,3,84
Lyon 6,1289783030,799 000 €,6,4,164
Lyon 6,1290062135,649 000 €,5,3,138
Lyon 6,1290122820,248 000 €,2,1,46
Lyon 6,1289111397,55 000 €,2,1,1
Lyon 6,1289383980,384 000 €,3,2,77
Lyon 6,1290041179,599 000 €,4,3,113
Lyon 6,1289278394,485 000 €,5,3,107
Lyon 6,1287859661,995 000 €,6,3,186
Lyon 6,1288041609,496 000 €,3,2,84
Lyon 6,1289696249,365 000 €,4,2,86
Lyon 6,1289694758,149 000 €,1,1,27
Lyon 6,1290085051,195 000 €,2,1,32
Lyon 6,1288749730,474 000 €,2,1,88
Lyon 6,1290079380,1 160 000 €,6,4,173
Lyon 6,1290079271,295 000 €,3,1,63
Lyon 6,1290078188,540 000 €,4,3,110
Lyon 6,1286600694,849 000 €,5,4,170
Lyon 6,1284421360,250 000 €,2,1,45
Lyon 6,1289489883,850 000 €,5,4,190
Lyon 6,1290019204,290 000 €,2,1,58
Lyon 6,1290109749,375 000 €,3,2,70
Lyon 6,1290031047,850 000 €,5,4,141
Lyon 6,1290012754,450 000 €,3,2,71
Lyon 6,1290062129,529 000 €,3,2,87
Lyon 6,1290062130,499 000 €,3,2,73
Lyon 6,1289524954,225 000 €,2,1,48
Lyon 6,1289415636,375 000 €,4,3,94
Lyon 6,1288749726,350 000 €,3,,65
Lyon 6,1279483689,500 000 €,4,3,105
Lyon 6,1289921037,425 000 €,3,2,75
Lyon 6,1288826336,98 000 €,1,1,16
Lyon 6,1290040154,650 000 €,4,3,110
Lyon 6,1288024882,190 000 €,1,,29
Lyon 6,1288024881,210 000 €,1,,33
Lyon 6,1286578750,650 000 €,5,4,125
Lyon 6,1289985854,545 000 €,6,4,128
Lyon 6,1289281192,299 000 €,3,2,79
Lyon 6,1289976531,189 000 €,1,1,32
Lyon 6,1289960947,940 500 €,4,3,150
Lyon 6,1289988389,850 000 €,5,4,158
Lyon 6,1289920006,285 000 €,2,1,60
Lyon 6,1288766035,940 000 €,5,4,137
Lyon 6,1288397976,650 000 €,4,3,110
Lyon 6,1289916234,995 000 €,5,4,135
Lyon 6,1289900688,280 000 €,2,,70
Lyon 6,1289898938,469 000 €,3,2,82
Lyon 6,1289896312,115 000 €,2,1,39
Lyon 6,1289568954,369 000 €,3,2,62
Lyon 6,1288694757,695 000 €,3,2,103
Lyon 6,1279324507,290 000 €,2,1,46
Lyon 6,1288856039,299 000 €,3,2,74
Lyon 6,1289689039,398 000 €,2,1,65
Lyon 6,1288669501,733 600 €,5,3,137
Lyon 6,1288669500,377 000 €,2,1,65
Lyon 6,1288927702,377 000 €,2,1,66
Lyon 6,1289193450,299 000 €,3,2,84
Lyon 6,1289410280,665 600 €,3,2,80
Lyon 6,1289828471,190 000 €,2,,31
Lyon 6,1289828470,590 000 €,4,3,101
Lyon 6,1289786428,620 000 €,4,3,107
Lyon 6,1289000795,403 000 €,3,2,87
Lyon 6,1289785519,555 000 €,5,3,119
Lyon 6,1289186980,179 000 €,1,,32
Lyon 6,1287407719,269 500 € *,3,2,80
Lyon 6,1287397333,229 000 €,1,,34
Lyon 6,1289628199,855 000 €,5,3,140
Lyon 6,1289730174,305 000 €,2,1,60
Lyon 6,1289009159,449 000 €,3,2,118
Lyon 6,1289707697,555 000 €,4,3,115
Lyon 6,1288026464,500 000 €,3,2,73
Lyon 6,1290161620,1 290 000 €,7,4,165
Lyon 6,1286600517,100 000 €,1,1,12
Lyon 6,1285803972,700 000 €,3,2,95
Lyon 6,1289662796,69 000 € *,1,1,26
Lyon 6,1288466833,639 000 €,5,3,117
Lyon 6,1289652456,159 000 €,1,,27
Lyon 6,1287284877,110 000 €,1,1,14
Lyon 6,1289596254,268 000 €,2,1,56
Lyon 6,1288334290,210 000 €,2,1,47
Lyon 6,1290161617,715 000 €,4,3,108
Lyon 6,1287193261,550 000 €,4,3,100
Lyon 6,1289524932,550 000 €,5,4,118
Lyon 6,1289518196,700 000 €,8,4,155
Lyon 6,1289502403,525 000 €,4,3,102
Lyon 6,1289494821,195 000 €,2,2,41
Lyon 6,1289470272,650 000 €,3,2,100
Lyon 6,1289443348,215 000 €,2,1,46
Lyon 6,1287060407,234 000 €,2,1,50
Lyon 6,1288537328,359 000 €,4,3,86
Lyon 6,1286600310,330 000 €,2,1,59
Lyon 6,1288298540,155 000 €,1,,24
Lyon 6,1286923278,779 000 €,4,3,112
Lyon 6,1288074162,220 000 €,2,1,36
Lyon 6,1289152369,449 000 €,4,2,75
Lyon 6,1286938969,570 000 €,4,3,105
Lyon 6,1289219883,749 000 €,4,3,120
Lyon 6,1289134765,1 355 000 €,7,6,134
Lyon 6,1288650963,329 000 €,2,1,38
Lyon 6,1286658800,850 000 €,5,3,160
Lyon 6,1287793053,795 000 €,5,4,152
Lyon 6,1288164090,175 000 € *,2,1,50
Lyon 6,1286600686,335 000 €,2,1,60
Lyon 7,1289274597,479 000 € *,4,3,92
Lyon 7,1289358232,460 000 €,3,2,87
Lyon 7,1289367648,210 000 €,2,1,54
Lyon 7,1289167462,86 500 €,1,,21
Lyon 7,1290086601,165 000 € *,1,,27
Lyon 7,1290173462,375 000 €,4,3,82
Lyon 7,1290173105,325 000 €,2,1,58
Lyon 7,1289208872,215 000 €,2,1,45
Lyon 7,1289953861,190 000 €,2,1,39
Lyon 7,1289785116,235 000 €,3,2,59
Lyon 7,1289360731,280 000 €,3,2,60
Lyon 7,1287891028,359 000 €,3,2,72
Lyon 7,1289567400,205 000 €,1,,40
Lyon 7,1290146826,129 000 €,2,1,29
Lyon 7,1289867871,70 000 €,1,,18
Lyon 7,1288528330,199 000 €,2,1,49
Lyon 7,1289533522,290 000 €,3,,67
Lyon 7,1288818588,67 000 €,1,,18
Lyon 7,1288749722,152 000 €,1,,30
Lyon 7,1288749481,160 000 €,1,,38
Lyon 7,1288749480,170 000 €,2,1,50
Lyon 7,1289924246,336 000 €,3,,66
Lyon 7,1288959343,245 000 €,3,2,65
Lyon 7,1289944534,890 000 €,7,4,188
Lyon 7,1287230414,159 000 €,2,1,36
Lyon 7,1285998879,139 000 €,2,1,26
Lyon 7,1286494326,249 000 €,4,,74
Lyon 7,1288749479,240 000 €,3,2,69
Lyon 7,1286268106,450 000 €,5,4,112
Lyon 7,1289915986,255 000 €,3,2,54
Lyon 7,1289997275,92 000 €,1,,20
Lyon 7,1288799874,345 000 €,4,2,98
Lyon 7,1290147083,495 000 €,4,3,93
Lyon 7,1290147133,840 000 €,4,3,103
Lyon 7,1290147087,335 000 €,2,1,53
Lyon 7,1288694051,218 000 €,2,1,48
Lyon 7,1288693129,399 000 €,4,3,102
Lyon 7,1289933059,55 000 €,1,7,12
Lyon 7,1290105441,730 000 €,7,5,202
Lyon 7,1289681547,248 000 €,2,2,63
Lyon 7,1290147124,299 000 €,2,1,45
Lyon 7,1290147125,499 000 €,4,3,80
Lyon 7,1290147167,417 000 €,4,3,90
Lyon 7,1290147048,383 000 €,3,2,60
Lyon 7,1290089903,218 000 €,2,1,49
Lyon 7,1290085028,215 000 €,2,1,57
Lyon 7,1290079593,210 000 €,2,1,49
Lyon 7,1290079409,335 000 €,3,2,76
Lyon 7,1290033198,575 000 €,5,3,109
Lyon 7,1288897000,493 000 €,3,2,95
Lyon 7,1289644300,140 000 €,1,,38
Lyon 7,1289649268,320 000 €,3,2,73
Lyon 7,1288313716,350 000 €,4,3,85
Lyon 7,1290033205,405 000 €,4,3,79
Lyon 7,1288749520,410 000 €,4,3,88
Lyon 7,1289899068,500 000 €,5,3,109
Lyon 7,1288036707,329 000 €,4,3,95
Lyon 7,1288528378,319 000 €,3,2,60
Lyon 7,1289533521,185 000 €,2,1,30
Lyon 7,1288827119,120 000 €,1,,29
Lyon 7,1287584412,95 746 €,1,1,19
Lyon 7,1289998104,379 000 €,3,,66
Lyon 7,1289998100,439 000 €,3,,61
Lyon 7,1289998030,468 000 €,4,3,92
Lyon 7,1289444497,249 000 €,3,2,61
Lyon 7,1289636607,280 000 €,3,2,76
Lyon 7,1289996042,149 000 €,2,1,33
Lyon 7,1289996038,286 000 €,3,2,57
Lyon 7,1289994104,110 000 €,1,,16
Lyon 7,1289993614,335 000 €,3,2,80
Lyon 7,1287737133,499 000 €,4,3,82
Lyon 7,1288977940,379 000 €,3,,66
Lyon 7,1288977942,579 000 €,5,,95
Lyon 7,1289083278,364 000 €,3,2,66
Lyon 7,1289807552,270 000 €,2,1,48
Lyon 7,1289807554,466 000 €,4,3,76
Lyon 7,1288977941,475 000 €,4,,78
Lyon 7,1288977943,235 000 €,3,,58
Lyon 7,1289083279,519 000 €,4,3,95
Lyon 7,1289807553,340 000 €,3,2,61
Lyon 7,1289807555,596 000 €,5,4,96
Lyon 7,1288699355,520 000 €,4,3,92
Lyon 7,1289045070,716 000 €,5,4,103
Lyon 7,1289045072,395 000 €,3,2,61
Lyon 7,1288527200,1 190 000 €,5,4,109
Lyon 7,1288527198,455 000 €,3,2,68
Lyon 7,1289766387,239 000 €,3,2,59
Lyon 7,1289987167,165 000 €,2,1,48
Lyon 7,1288841292,332 000 €,2,1,69
Lyon 7,1289952546,499 000 €,4,3,111
Lyon 7,1288528617,450 000 €,4,2,88
Lyon 7,1290134627,390 000 €,3,,75
Lyon 7,1289974349,299 000 €,2,,50
Lyon 7,1289974343,595 000 €,4,,87
Lyon 7,1288780311,315 000 €,3,2,65
Lyon 7,1287560803,364 000 €,3,2,66
Lyon 7,1285085324,95 000 €,1,,19
Lyon 7,1289953813,81 982 €,1,,20
Lyon 7,1289952416,350 000 €,5,4,100
Lyon 7,1288753836,87 000 €,1,,18
Lyon 7,1289897288,299 000 €,3,2,60
Lyon 7,1289896053,630 000 €,4,3,118
Lyon 7,1289740178,180 000 € *,4,2,60
Lyon 7,1288399246,364 000 €,3,2,66
Lyon 7,1286160212,439 000 €,4,2,114
Lyon 7,1288699357,705 000 €,5,4,119
Lyon 7,1288653141,499 000 €,3,2,89
Lyon 7,1289864315,470 000 €,4,3,82
Lyon 7,1289863239,390 000 €,3,2,64
Lyon 7,1289861840,73 700 €,1,,18
Lyon 7,1289045071,601 000 €,4,3,90
Lyon 7,1288527199,635 000 €,4,3,81
Lyon 7,1288897859,379 000 €,3,2,72
Lyon 7,1289856295,245 000 €,2,1,45
Lyon 7,1289329515,133 500 €,1,,30
Lyon 7,1289856291,700 000 €,6,4,175
Lyon 7,1289838486,318 000 €,3,2,70
Lyon 7,1289547659,285 000 €,3,2,56
Lyon 7,1289828469,450 000 €,5,4,107
Lyon 7,1287755382,81 000 €,1,,18
Lyon 7,1289392859,325 000 €,3,2,63
Lyon 7,1289895878,494 000 €,3,2,66
Lyon 7,1289895877,483 000 €,3,2,65
Lyon 7,1289895876,449 000 €,3,2,61
Lyon 7,1289470306,395 000 €,3,2,75
Lyon 7,1289798579,285 000 €,3,2,57
Lyon 7,1288611074,94 000 €,1,,21
Lyon 7,1288613787,321 000 €,4,3,82
Lyon 7,1288806569,273 000 €,2,1,56
Lyon 7,1289781540,380 000 €,3,2,85
Lyon 7,1289776779,315 000 €,3,2,60
Lyon 7,1289771162,349 000 €,3,2,78
Lyon 7,1289767411,195 000 €,4,3,62
Lyon 7,1289444465,370 000 €,4,3,86
Lyon 7,1289765570,249 000 €,3,2,62
Lyon 7,1289752894,273 000 €,2,1,56
Lyon 7,1289895890,591 400 €,5,4,94
Lyon 7,1289895882,642 300 €,4,3,94
Lyon 7,1289895888,499 000 €,4,3,77
Lyon 7,1289895881,529 900 €,4,3,80
Lyon 7,1289895880,434 900 €,3,2,66
Lyon 7,1289895871,299 000 €,2,1,45
Lyon 7,1289895874,459 900 €,3,2,66
Lyon 7,1289895875,419 900 €,3,2,66
Lyon 7,1289895867,242 300 €,1,,31
Lyon 7,1289663928,135 000 €,2,1,30
Lyon 7,1289694563,325 000 €,3,2,63
Lyon 7,1289694358,555 000 €,3,,68
Lyon 7,1289694297,675 000 €,4,,85
Lyon 7,1290063140,589 000 €,4,3,90
Lyon 7,1290063146,783 000 €,5,4,100
Lyon 7,1290063144,630 000 €,4,3,83
Lyon 7,1290147191,365 000 €,2,1,50
Lyon 7,1290147193,439 000 €,3,2,62
Lyon 7,1290063100,355 000 €,3,2,66
Lyon 7,1290063063,440 000 €,4,3,76
Lyon 7,1290063062,272 000 €,2,1,45
Lyon 7,1290063060,694 000 €,5,4,50
Lyon 7,1290063061,350 000 €,3,2,61
Lyon 7,1290063053,680 000 €,5,4,121
Lyon 7,1289691509,395 000 €,3,2,75
Lyon 7,1288496651,299 000 €,4,3,68
Lyon 7,1289679212,102 000 €,1,,18
Lyon 7,1289134705,230 000 €,2,1,53
Lyon 7,1288313622,295 000 €,3,2,55
Lyon 7,1290009533,639 000 €,4,3,95
Lyon 7,1288010290,235 000 €,2,1,43
Lyon 7,1289895889,587 000 €,5,4,104
Lyon 7,1289895872,403 000 €,3,2,69
Lyon 7,1289895869,324 000 €,2,1,52
Lyon 7,1289895873,405 000 €,3,2,72
Lyon 7,1289895870,353 000 €,2,1,57
Lyon 7,1289895868,335 000 €,2,1,53
Lyon 7,1290151716,520 000 €,5,3,106
Lyon 7,1289113642,195 000 €,2,1,36
Lyon 7,1289627920,136 000 €,1,1,28
Lyon 7,1289605771,105 682 €,1,,20
Lyon 7,1289598946,515 000 €,4,3,89
Lyon 7,1289598639,332 000 €,2,1,69
Lyon 7,1289598559,75 000 €,1,,18
Lyon 7,1289597378,350 000 €,4,3,73
Lyon 7,1289597195,295 000 €,3,2,55
Lyon 7,1289596990,499 000 €,3,2,85
Lyon 7,1289596886,299 000 €,4,3,76
Lyon 7,1288393208,288 000 €,3,2,64
Lyon 7,1289564599,240 000 €,2,1,41
Lyon 7,1289341154,240 000 €,2,,34
Lyon 7,1288325238,535 000 €,4,3,89
Lyon 7,1288314119,480 000 €,4,3,87
Lyon 7,1287263014,115 000 €,1,1,19
Lyon 7,1289519550,157 000 €,1,1,30
Lyon 7,1288617224,185 000 €,3,,53
Lyon 7,1288898464,320 000 €,3,2,66
Lyon 7,1288852731,325 000 €,3,2,70
Lyon 7,1288260923,365 000 €,4,3,82
Lyon 7,1287739969,329 000 €,3,2,74
Lyon 7,1289443349,520 000 €,5,3,104
Lyon 7,1290147134,579 000 €,5,4,95
Lyon 7,1290147131,389 900 €,3,2,70
Lyon 7,1289430084,269 000 €,3,2,56
Lyon 7,1287081437,149 900 €,2,,40
Lyon 7,1289392862,680 000 €,4,3,115
Lyon 7,1290147064,425 000 €,3,2,70
Lyon 7,1290147063,650 000 €,4,3,90
Lyon 7,1290147047,563 000 €,4,3,90
Lyon 7,1288653159,290 000 €,2,1,60
Lyon 7,1289364385,229 000 €,2,1,55
Lyon 7,1289895883,595 000 €,4,3,86
Lyon 7,1288393465,390 000 €,3,2,76
Lyon 7,1289180750,249 000 € *,2,1,59
Lyon 7,1287562714,199 000 €,2,1,42
Lyon 7,1287263264,320 000 €,5,4,87
Lyon 7,1289259978,251 000 €,3,2,84
Lyon 7,1289219790,175 500 €,2,1,44
Lyon 7,1287364094,365 000 €,4,3,83
Lyon 7,1289191103,412 000 €,3,2,64
Lyon 7,1289186287,180 000 €,2,1,48
Lyon 7,1287947235,489 000 €,5,4,112
Lyon 7,1287938375,390 000 €,3,2,67
Lyon 7,1288468032,195 000 €,2,1,32
Lyon 7,1289116512,370 000 €,3,2,91
Lyon 7,1289087675,449 000 €,3,2,86
Lyon 7,1290151685,326 900 €,3,2,82
Lyon 7,1288393346,125 000 €,1,,23
Lyon 7,1288611527,449 000 €,4,3,86
Lyon 7,1289571934,549 000 €,5,4,117
Lyon 7,1288889110,378 000 € *,3,2,87
Lyon 7,1288880716,570 € *,2,1,47
Lyon 7,1288601448,183 500 € *,1,1,27
Lyon 7,1287105936,200 000 €,1,1,41
Lyon 7,1288446284,295 000 € *,5,3,93
Lyon 7,1290165496,275 000 €,2,1,47
Lyon 7,1290165497,345 000 €,3,2,60
Lyon 7,1290165495,364 000 €,3,2,65
Lyon 7,1290165493,585 000 €,4,3,87
Lyon 7,1290165485,601 000 €,4,3,90
Lyon 7,1290165482,439 000 €,3,2,61
Lyon 7,1288970577,280 000 €,3,2,63
Lyon 7,1289152400,199 000 €,1,1,41
Lyon 7,1289856290,225 000 €,2,1,51
Lyon 7,1287123515,104 900 €,1,1,19
Lyon 8,1288841296,199 000 €,3,2,60
Lyon 8,1290053209,250 000 € *,4,3,97
Lyon 8,1288749555,270 000 €,4,3,92
Lyon 8,1290196082,425 000 €,4,2,82
Lyon 8,1290193935,549 900 €,4,3,95
Lyon 8,1290190329,149 300 €,1,1,53
Lyon 8,1289016533,159 900 €,2,1,53
Lyon 8,1287763054,185 000 €,3,2,71
Lyon 8,1289056957,170 000 €,4,3,80
Lyon 8,1289415566,119 000 €,1,,35
Lyon 8,1290172371,250 000 €,4,3,73
Lyon 8,1290115171,245 000 €,3,2,68
Lyon 8,1290159847,114 000 €,1,,20
Lyon 8,1285837216,78 000 €,1,,19
Lyon 8,1284054947,80 000 €,1,,21
Lyon 8,1289186528,136 000 €,1,1,24
Lyon 8,1287920111,110 000 €,2,1,28
Lyon 8,1289059963,255 000 €,3,2,65
Lyon 8,1289975464,269 000 €,5,4,95
Lyon 8,1289249800,260 000 €,4,3,74
Lyon 8,1289757608,242 000 €,2,1,44
Lyon 8,1289099994,270 000 €,4,3,92
Lyon 8,1288846362,140 000 €,1,,33
Lyon 8,1290155755,479 550 €,4,3,94
Lyon 8,1289048174,335 000 €,3,2,65
Lyon 8,1289700569,131 000 €,1,,27
Lyon 8,1290147504,155 000 €,2,1,35
Lyon 8,1289132916,245 000 €,3,2,65
Lyon 8,1289025501,250 000 €,2,1,43
Lyon 8,1289967727,199 000 €,2,1,46
Lyon 8,1287730252,325 000 €,3,2,76
Lyon 8,1289982392,260 000 €,4,3,80
Lyon 8,1289816139,279 000 €,3,2,58
Lyon 8,1288079771,215 000 €,5,4,110
Lyon 8,1290141680,180 000 €,3,,56
Lyon 8,1286119276,360 000 €,4,3,93
Lyon 8,1288749517,55 000 €,1,,18
Lyon 8,1288749514,65 000 €,1,,18
Lyon 8,1288749806,132 000 €,1,,25
Lyon 8,1289827184,145 000 €,1,1,30
Lyon 8,1289298200,275 000 € *,4,3,85
Lyon 8,1288749518,60 000 €,1,,18
Lyon 8,1288749791,200 000 €,3,2,71
Lyon 8,1288749796,278 000 €,4,3,90
Lyon 8,1288749802,330 000 €,3,2,70
Lyon 8,1288749804,144 000 €,1,,26
Lyon 8,1288951428,230 000 €,3,2,68
Lyon 8,1285827863,260 000 €,6,4,113
Lyon 8,1290120439,660 000 €,5,4,125
Lyon 8,1288943101,580 000 €,5,3,160
Lyon 8,1288850318,299 000 €,4,3,81
Lyon 8,1290112272,160 000 €,2,1,40
Lyon 8,1290112266,233 500 €,3,2,49
Lyon 8,1290108131,170 000 €,2,1,38
Lyon 8,1288369878,248 000 €,5,3,77
Lyon 8,1289287666,370 000 €,3,2,64
Lyon 8,1289687312,320 000 €,4,3,83
Lyon 8,1288497423,325 000 €,3,2,69
Lyon 8,1289835947,633 000 €,5,4,111
Lyon 8,1290106754,270 000 €,4,3,104
Lyon 8,1288749710,259 000 €,3,2,66
Lyon 8,1285211339,179 000 €,4,3,82
Lyon 8,1290134600,169 900 €,3,2,66
Lyon 8,1288916404,320 000 €,2,1,52
Lyon 8,1290082759,150 000 €,3,2,74
Lyon 8,1285668860,184 000 €,3,1,57
Lyon 8,1288063350,189 000 €,3,2,63
Lyon 8,1290080663,298 000 €,3,2,65
